Sample in Buffer	Sample in Window	addra_0	douta_0m	douta_1m	douta_2m	douta_3m	douta_4m	douta_5m	douta_6m	douta_7m
55	55	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
56	56	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
57	57	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
58	58	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
59	59	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
60	60	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
61	61	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
62	62	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
63	63	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
64	64	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
65	65	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
66	66	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
67	67	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
68	68	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
69	69	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
70	70	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
71	71	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
72	72	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
73	73	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
74	74	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
75	75	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
76	76	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
77	77	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
78	78	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
79	79	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
80	80	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
81	81	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
82	82	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
83	83	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
84	84	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
85	85	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
86	86	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
87	87	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
88	88	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
89	89	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
90	90	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
91	91	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
92	92	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
93	93	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
94	94	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
95	95	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
96	96	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
97	97	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
98	98	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
99	99	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
100	100	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
101	101	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
102	102	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
103	103	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
104	104	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
105	105	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
106	106	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
107	107	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
108	108	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
109	109	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
110	110	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
111	111	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
112	112	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
113	113	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
114	114	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
115	115	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
116	116	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
117	117	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
118	118	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
119	119	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
120	120	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
121	121	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
122	122	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
123	123	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
124	124	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
125	125	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
126	126	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
127	127	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
128	128	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
129	129	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
130	130	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
131	131	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
132	132	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
133	133	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
134	134	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
135	135	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
136	136	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
137	137	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
138	138	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
139	139	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
140	140	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
141	141	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
142	142	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
143	143	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
144	144	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
145	145	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
146	146	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
147	147	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
148	148	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
149	149	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
150	150	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
151	151	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
152	152	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
153	153	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
154	154	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
155	155	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
156	156	04	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
157	157	05	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
158	158	05	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
159	159	05	041B07	0C8E5F	0D32EE	1DD50D	064A15	1EDC08	1B4284	03AD53	
160	160	05	041B07	0C8E5F	0D32EE	1DD50D	0A1860	1EDC08	1B4284	03AD53	
161	161	05	041B07	0C8E5F	0D32EE	1DD50D	0A1860	1EDC08	1B4284	03AD53	
162	162	05	041B07	0C8E5F	0D32EE	1DD50D	0A1860	1EDC08	1B4284	03AD53	
163	163	05	041B07	0C8E5F	0D32EE	1DD50D	0A1860	1EDC08	1B4284	03AD53	
164	164	05	041B07	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	03AD53	
165	165	05	041B07	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	03AD53	
166	166	05	041B07	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
167	167	05	041B07	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
168	168	05	0C6E05	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
169	169	05	0C6E05	0C8E5F	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
170	170	05	0C6E05	00B080	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
171	171	05	0C6E05	00B080	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
172	172	05	0C6E05	00B080	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
173	173	05	0C6E05	00B080	0D32EE	05D204	0A1860	1EDC08	1B4284	078187	
174	174	05	0C6E05	00B080	0D32EE	05D204	0A1860	02E50B	1B4284	078187	
175	175	05	0C6E05	00B080	0D32EE	05D204	0A1860	02E50B	1B4284	078187	
176	176	05	045414	00B080	0D32EE	05D204	0A1860	02E50B	1B4284	078187	
177	177	05	045414	00B080	0D32EE	05D204	0A1860	02E50B	1B4284	078187	
178	178	05	045414	00B080	05471C	05D204	0A1860	02E50B	1B4284	078187	
179	179	05	045414	00B080	05471C	05D204	0A1860	02E50B	1B4284	078187	
180	180	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
181	181	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
182	182	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
183	183	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
184	184	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
185	185	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
186	186	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
187	187	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
188	188	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
189	189	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
190	190	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
191	191	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
192	192	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
193	193	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
194	194	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
195	195	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
196	196	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
197	197	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
198	198	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
199	199	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
200	200	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
201	201	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
202	202	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
203	203	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
204	204	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
205	205	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
206	206	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
207	207	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
208	208	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
209	209	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
210	210	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
211	211	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
212	212	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
213	213	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
214	214	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
215	215	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
216	216	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
217	217	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
218	218	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
219	219	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
220	220	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
221	221	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
222	222	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
223	223	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
224	224	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
225	225	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
226	226	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
227	227	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
228	228	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
229	229	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
230	230	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
231	231	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
232	232	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
233	233	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
234	234	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
235	235	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
236	236	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
237	237	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
238	238	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
239	239	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
240	240	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
241	241	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
242	242	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
243	243	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
244	244	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
245	245	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
246	246	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
247	247	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
248	248	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
249	249	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
250	250	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
251	251	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
252	252	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
253	253	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
254	254	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
255	255	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
256	256	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
257	257	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
258	258	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
259	259	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
260	260	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
261	261	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
262	262	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
263	263	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
264	264	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
265	265	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
266	266	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
267	267	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
268	268	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
269	269	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
270	270	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
271	271	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
272	272	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
273	273	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
274	274	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
275	275	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
276	276	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
277	277	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
278	278	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
279	279	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
280	280	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
281	281	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
282	282	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
283	283	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
284	284	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
285	285	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
286	286	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
287	287	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
288	288	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
289	289	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
290	290	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
291	291	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
292	292	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
293	293	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
294	294	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
295	295	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
296	296	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
